id,consum_activity,service_type,is_allow_report,market_activ_6_mon,market_activ_cur_mon,duration,promo,pop_cat_goods,mean_view_cat_per_visit,unpaid_goods_per_quater,serv_error,webpage_per_visit,last_last_rev,last_rev,current_rev,last_dur_minutes,current_dur_minutes
216033,Прежний уровень,стандарт,да,5.4,4,387,0.11,Техника для красоты и здоровья,2,2,6,11,4403.0,5043.0,5088.1,15,16
216034,Прежний уровень,стандарт,да,3.9,4,735,0.17,Мелкая бытовая техника и электроника,3,0,8,8,5218.0,5026.0,5514.4,15,14
216035,Прежний уровень,премиум,нет,3.8,4,570,0.14,Товары для детей,2,1,2,13,3615.0,4763.0,4739.5,16,13
216036,Прежний уровень,стандарт,нет,4.3,4,671,0.3,Техника для красоты и здоровья,5,2,8,11,4585.0,4592.0,4721.5,14,9
216037,Прежний уровень,стандарт,да,4.4,4,558,0.14,Косметика и аксесуары,6,2,1,11,4803.0,4587.0,5120.2,8,18
216038,Прежний уровень,премиум,нет,4.1,5,179,0.26,Товары для детей,3,2,2,12,4930.0,5123.0,5227.7,18,11
216039,Прежний уровень,премиум,да,4.2,4,919,0.14,Домашний текстиль,3,2,5,20,4988.0,4451.0,5583.4,16,17
216040,Прежний уровень,стандарт,да,6.6,5,556,0.16,Техника для красоты и здоровья,5,4,5,15,3929.0,5003.0,4989.8,14,6
216041,Прежний уровень,стандарт,нет,2.6,4,498,0.16,Мелкая бытовая техника и электроника,3,4,1,10,5277.5,4637.0,5962.6,13,8
216042,Прежний уровень,стандарт,да,3.8,4,168,0.24,Товары для детей,6,3,2,10,4363.0,4433.0,4554.1,17,17
216043,Прежний уровень,стандарт,да,4.0,4,577,0.25,Товары для детей,3,3,2,14,4488.0,4797.0,4885.8,17,12
216044,Прежний уровень,стандарт,да,5.5,4,347,0.13,Мелкая бытовая техника и электроника,3,5,6,5,4885.0,4945.0,4963.0,16,13
216045,Прежний уровень,стандарт,да,5.6,5,190,0.15,Домашний текстиль,3,3,3,17,5152.5,5109.0,5320.2,13,11
216046,Прежний уровень,премиум,да,5.5,4,170,0.28,Домашний текстиль,4,5,3,11,5225.5,4840.0,5689.6,21,20
216047,Прежний уровень,премиум,да,3.9,4,572,0.14,Мелкая бытовая техника и электроника,4,2,2,6,5696.5,5194.0,6262.0,16,18
216048,Прежний уровень,стандарт,да,5.2,5,153,0.14,Техника для красоты и здоровья,6,3,3,9,5544.0,5574.0,5700.0,15,20
216049,Прежний уровень,стандарт,да,5.0,4,908,0.16,Домашний текстиль,4,3,0,9,4468.5,4971.0,4163.0,15,16
216050,Прежний уровень,стандарт,нет,5.1,3,613,0.27,Домашний текстиль,4,1,3,12,5556.5,5573.0,5672.2,14,16
216051,Прежний уровень,премиум,нет,4.4,4,486,0.12,Мелкая бытовая техника и электроника,3,1,2,11,4481.5,4882.0,4264.4,18,14
216052,Прежний уровень,стандарт,да,4.3,4,925,0.13,Мелкая бытовая техника и электроника,3,0,5,10,5898.5,5408.0,6453.6,12,18
216053,Прежний уровень,стандарт,да,5.3,4,524,0.11,Товары для детей,5,3,5,6,5145.0,5145.0,5275.0,12,19
216054,Прежний уровень,стандарт,нет,5.0,5,259,0.13,Домашний текстиль,3,3,4,9,5964.5,5012.0,6920.0,15,11
216055,Прежний уровень,стандарт,да,4.4,3,600,0.13,Товары для детей,3,0,4,10,5154.0,5166.0,5294.4,16,9
216056,Прежний уровень,премиум,да,4.6,4,871,0.39,Мелкая бытовая техника и электроника,5,2,2,10,4636.5,5442.0,4068.4,10,16
216057,Прежний уровень,стандарт,нет,5.5,4,765,0.14,Товары для детей,4,3,6,9,5702.0,4730.0,4989.6,8,8
216058,Прежний уровень,стандарт,нет,5.2,3,1051,0.19,Товары для детей,2,1,4,6,4722.0,5289.0,5343.4,12,14
216059,Прежний уровень,премиум,да,4.0,4,861,0.14,Техника для красоты и здоровья,3,4,4,11,5290.0,4674.0,4885.7,15,6
216060,Прежний уровень,премиум,да,4.2,5,1031,0.21,Домашний текстиль,5,5,9,12,4693.0,4792.0,4737.2,19,14
216061,Прежний уровень,премиум,да,4.8,4,851,0.18,Косметика и аксесуары,2,1,6,12,5499.5,4802.0,6234.0,10,15
216062,Прежний уровень,стандарт,нет,3.9,4,311,0.26,Кухонная посуда,3,1,4,10,5534.0,4451.0,6602.6,13,9
216063,Прежний уровень,премиум,да,5.2,4,982,0.28,Техника для красоты и здоровья,2,2,4,12,4074.0,4479.0,4555.0,15,22
216064,Прежний уровень,премиум,да,4.3,4,732,0.11,Домашний текстиль,2,4,5,6,5556.0,5379.0,5839.4,20,18
216065,Прежний уровень,стандарт,да,4.1,5,192,0.24,Косметика и аксесуары,4,4,6,16,5233.0,4357.0,6122.2,14,12
216066,Прежний уровень,стандарт,нет,3.7,5,628,0.23,Мелкая бытовая техника и электроника,4,2,8,5,4831.0,4987.0,4825.8,12,9
216067,Прежний уровень,премиум,да,3.9,4,865,0.24,Товары для детей,3,5,2,11,5533.0,4866.0,5084.5,18,14
216068,Прежний уровень,стандарт,нет,3.9,3,1026,0.21,Товары для детей,2,2,8,13,5366.0,5035.0,5208.7,17,9
216069,Прежний уровень,стандарт,да,5.5,4,1052,0.24,Домашний текстиль,2,3,6,17,5217.0,4959.0,5570.6,18,11
216070,Прежний уровень,премиум,да,3.9,4,379,0.24,Мелкая бытовая техника и электроника,4,1,4,11,4010.5,4771.0,3481.4,19,21
216071,Прежний уровень,стандарт,да,5.5,5,930,0.17,Косметика и аксесуары,3,3,3,6,4812.0,4341.0,5350.2,16,11
216072,Прежний уровень,стандарт,да,4.7,3,906,0.22,Техника для красоты и здоровья,3,4,2,6,4616.0,4408.0,4565.3,9,15
216073,Прежний уровень,стандарт,нет,5.4,4,226,0.28,Мелкая бытовая техника и электроника,6,0,7,14,5104.0,5155.0,5189.8,9,20
216074,Прежний уровень,премиум,да,3.7,3,828,0.14,Товары для детей,3,3,3,7,5094.0,5362.0,5456.7,18,12
216075,Прежний уровень,стандарт,да,3.6,5,505,0.26,Косметика и аксесуары,6,1,3,15,5137.5,5433.0,5011.4,19,17
216076,Прежний уровень,стандарт,да,5.1,3,460,0.28,Техника для красоты и здоровья,3,0,4,14,4900.0,5363.0,5431.7,15,14
216077,Прежний уровень,премиум,да,4.9,4,763,0.25,Мелкая бытовая техника и электроника,2,2,2,17,5559.5,4856.0,6299.2,11,13
216078,Прежний уровень,стандарт,да,3.6,5,751,0.3,Мелкая бытовая техника и электроника,5,3,5,12,4542.5,4859.0,4398.2,12,21
216079,Прежний уровень,стандарт,нет,4.0,4,297,0.23,Товары для детей,2,4,3,10,4284.0,5083.0,5106.9,16,10
216080,Прежний уровень,стандарт,да,5.7,3,804,0.33,Мелкая бытовая техника и электроника,3,3,6,9,4994.0,4658.0,5415.2,12,18
216081,Прежний уровень,стандарт,нет,5.3,4,527,0.3,Домашний текстиль,5,2,4,10,4486.0,5122.0,4064.8,18,10
216082,Прежний уровень,стандарт,нет,4.0,3,414,0.23,Домашний текстиль,6,1,6,13,4224.0,5145.0,3555.8,14,14
216083,Прежний уровень,стандарт,да,4.4,5,623,0.28,Мелкая бытовая техника и электроника,2,2,6,17,5994.0,4773.0,7182.2,20,11
216084,Прежний уровень,премиум,да,5.5,5,1022,0.3,Техника для красоты и здоровья,4,1,7,13,4902.0,4952.0,5074.9,15,17
216085,Прежний уровень,премиум,да,3.8,3,755,0.13,Мелкая бытовая техника и электроника,4,5,4,15,5344.5,4752.0,5988.0,11,15
216086,Прежний уровень,стандарт,нет,4.3,3,494,0.25,Косметика и аксесуары,2,3,4,4,4755.5,4667.0,4962.2,16,15
216087,Прежний уровень,стандарт,нет,5.1,4,166,0.31,Товары для детей,5,1,5,9,5140.0,4926.0,5084.1,14,13
216088,Прежний уровень,стандарт,нет,4.7,4,946,0.18,Косметика и аксесуары,3,1,4,9,5137.5,5235.0,5183.0,15,21
216089,Прежний уровень,стандарт,нет,4.6,4,561,0.2,Товары для детей,4,3,1,14,5437.0,4953.0,5986.9,7,6
216090,Прежний уровень,стандарт,нет,5.5,4,793,0.27,Косметика и аксесуары,3,0,3,7,5359.0,5320.0,5522.8,10,18
216091,Прежний уровень,стандарт,да,5.5,5,162,0.25,Косметика и аксесуары,6,3,2,16,5299.0,4534.0,6092.0,12,13
216092,Прежний уровень,стандарт,да,4.3,5,1035,0.25,Мелкая бытовая техника и электроника,5,2,7,5,5194.0,4678.0,5771.2,17,20
216093,Прежний уровень,стандарт,да,5.5,4,856,0.17,Техника для красоты и здоровья,3,2,7,13,4475.0,4466.0,4597.2,20,15
216094,Прежний уровень,стандарт,нет,6.3,5,215,0.24,Техника для красоты и здоровья,5,1,2,8,3413.0,4590.0,4563.5,12,14
216095,Прежний уровень,стандарт,да,5.8,4,978,0.36,Кухонная посуда,2,0,4,6,4917.0,4935.0,5031.4,17,14
216096,Прежний уровень,стандарт,да,5.3,5,479,0.3,Кухонная посуда,4,4,7,10,5182.0,4543.0,5865.8,19,14
216097,Прежний уровень,стандарт,да,5.0,4,698,0.27,Кухонная посуда,4,3,2,8,5353.5,4470.0,6249.2,15,6
216098,Прежний уровень,стандарт,да,4.2,4,670,0.16,Мелкая бытовая техника и электроника,4,4,8,7,3848.5,4513.0,3402.6,15,13
216099,Прежний уровень,стандарт,да,4.2,5,673,0.14,Товары для детей,3,2,7,9,5420.0,5261.0,5412.2,20,14
216100,Прежний уровень,стандарт,нет,2.6,3,497,0.28,Техника для красоты и здоровья,3,1,5,8,5409.0,4985.0,5171.1,11,12
216101,Прежний уровень,стандарт,нет,5.4,5,165,0.11,Техника для красоты и здоровья,3,5,3,11,4093.0,4961.0,4975.7,15,11
216102,Прежний уровень,стандарт,да,4.1,4,511,0.25,Кухонная посуда,4,0,4,6,4498.5,5046.0,4154.0,15,22
216103,Прежний уровень,стандарт,нет,5.7,4,528,0.17,Мелкая бытовая техника и электроника,3,2,3,8,6194.5,4942.0,7410.0,15,12
216104,Прежний уровень,стандарт,нет,4.1,4,629,0.13,Домашний текстиль,3,0,6,14,4626.5,5375.0,4107.8,14,17
216105,Прежний уровень,премиум,да,4.0,3,869,0.16,Домашний текстиль,5,2,7,14,5496.5,4754.0,6270.0,11,13
216106,Прежний уровень,стандарт,да,4.4,5,360,0.28,Товары для детей,4,4,3,11,3865.0,4454.0,4739.9,14,12
216107,Прежний уровень,премиум,да,4.0,4,699,0.28,Техника для красоты и здоровья,3,1,1,6,3619.0,4550.0,4556.3,11,15
216108,Прежний уровень,стандарт,да,3.6,4,874,0.28,Косметика и аксесуары,3,1,4,6,4333.0,4918.0,3956.0,20,20
216109,Прежний уровень,премиум,да,4.4,3,1038,0.28,Кухонная посуда,2,1,1,6,5304.0,5178.0,5543.2,12,13
216110,Прежний уровень,премиум,да,5.1,4,549,0.24,Товары для детей,2,5,6,12,4729.0,4489.0,4651.0,18,12
216111,Прежний уровень,стандарт,да,4.4,5,395,0.24,Товары для детей,5,2,4,18,4370.0,4809.0,4880.9,15,7
216112,Прежний уровень,стандарт,да,4.6,3,179,0.21,Мелкая бытовая техника и электроника,5,1,4,4,5311.0,5428.0,5339.6,15,15
216113,Прежний уровень,стандарт,да,5.1,4,797,0.25,Мелкая бытовая техника и электроника,4,5,1,8,4828.5,4383.0,5344.6,12,20
216114,Прежний уровень,премиум,да,4.9,5,637,0.16,Косметика и аксесуары,4,1,3,8,4414.5,5067.0,3979.0,20,12
216115,Прежний уровень,стандарт,нет,4.4,4,808,0.17,Мелкая бытовая техника и электроника,4,2,0,3,4802.5,4543.0,5157.4,11,9
216116,Прежний уровень,стандарт,нет,5.3,3,660,0.19,Товары для детей,4,1,2,6,5138.0,4907.0,5067.8,15,20
216117,Прежний уровень,стандарт,да,4.2,5,503,0.3,Домашний текстиль,5,5,5,19,4391.5,4603.0,4338.2,20,9
216118,Прежний уровень,стандарт,да,3.6,4,417,0.3,Товары для детей,5,5,2,9,3111.0,4462.0,4412.3,11,14
216119,Прежний уровень,премиум,да,4.1,3,208,0.13,Косметика и аксесуары,5,2,1,10,5004.0,5154.0,5004.0,12,8
216120,Прежний уровень,стандарт,нет,4.3,5,145,0.25,Кухонная посуда,4,1,3,4,5263.0,4429.0,6115.8,18,13
216121,Прежний уровень,стандарт,да,5.0,5,334,0.14,Домашний текстиль,3,3,4,14,5273.0,5219.0,5449.8,18,12
216122,Прежний уровень,стандарт,да,5.8,5,365,0.17,Техника для красоты и здоровья,6,2,4,8,4593.0,4545.0,4681.4,11,13
216123,Прежний уровень,стандарт,да,4.7,5,419,0.17,Мелкая бытовая техника и электроника,6,1,5,12,4426.0,4579.0,4423.4,14,11
216124,Прежний уровень,премиум,да,4.4,4,707,0.23,Мелкая бытовая техника и электроника,5,1,5,7,4990.5,5211.0,4929.4,13,18
216125,Прежний уровень,стандарт,да,3.3,3,151,0.15,Косметика и аксесуары,4,1,4,5,5358.0,5235.0,5594.6,20,16
216126,Прежний уровень,стандарт,нет,3.9,4,125,0.14,Товары для детей,4,2,2,14,6176.0,5279.0,5528.6,18,10
216127,Прежний уровень,стандарт,да,4.5,4,603,0.15,Мелкая бытовая техника и электроника,3,4,5,13,5440.5,4833.0,6097.0,11,17
216128,Прежний уровень,стандарт,да,4.7,4,420,0.25,Косметика и аксесуары,3,3,2,12,4936.0,5125.0,4902.2,12,17
216129,Прежний уровень,премиум,да,5.2,4,327,0.22,Домашний текстиль,3,4,7,9,4529.5,5185.0,4091.4,20,13
216130,Прежний уровень,стандарт,да,3.3,3,322,0.24,Товары для детей,5,0,5,3,5256.0,5139.0,5284.6,18,20
216131,Прежний уровень,стандарт,да,5.8,4,725,0.3,Товары для детей,3,4,2,6,5169.0,5464.0,5555.1,12,23
216132,Прежний уровень,стандарт,да,5.5,5,718,0.15,Мелкая бытовая техника и электроника,6,1,5,6,4790.5,4624.0,5064.8,9,11
216133,Прежний уровень,стандарт,нет,3.9,4,417,0.13,Мелкая бытовая техника и электроника,3,0,1,7,5383.0,4468.0,6306.0,19,12
216134,Прежний уровень,премиум,да,3.3,5,786,0.16,Косметика и аксесуары,4,0,4,11,4926.0,4590.0,5347.2,8,19
216135,Прежний уровень,стандарт,нет,5.6,3,563,0.21,Домашний текстиль,4,1,2,13,6039.5,5357.0,6761.0,8,15
216136,Прежний уровень,стандарт,да,4.1,5,446,0.13,Домашний текстиль,6,2,4,10,4608.5,4994.0,4404.4,16,13
216137,Прежний уровень,премиум,да,5.4,4,296,0.21,Домашний текстиль,3,5,7,15,5569.0,4930.0,6252.8,10,12
216138,Прежний уровень,стандарт,нет,4.2,4,245,0.28,Домашний текстиль,4,2,5,6,5155.5,5202.0,5245.2,20,12
216139,Прежний уровень,стандарт,да,4.8,5,860,0.17,Техника для красоты и здоровья,3,3,8,12,5063.0,5060.0,5190.4,14,18
216140,Прежний уровень,премиум,да,4.9,3,881,0.13,Домашний текстиль,4,3,5,15,5220.5,4688.0,5812.0,10,18
216141,Прежний уровень,стандарт,нет,4.0,4,748,0.28,Косметика и аксесуары,4,0,4,9,5660.5,4885.0,6462.6,14,10
216142,Прежний уровень,стандарт,нет,5.5,5,645,0.28,Товары для детей,4,4,3,14,4659.0,4974.0,4516.0,13,16
216143,Прежний уровень,стандарт,да,3.6,5,182,0.16,Товары для детей,4,2,3,8,5329.0,5277.0,5413.5,18,12
216144,Прежний уровень,стандарт,да,4.8,4,541,0.29,Мелкая бытовая техника и электроника,3,5,5,9,6337.5,5091.0,7547.8,19,11
216145,Прежний уровень,стандарт,да,6.6,5,955,0.17,Товары для детей,3,2,6,5,5898.0,5456.0,5644.5,17,17
216146,Прежний уровень,стандарт,да,4.8,4,799,0.24,Товары для детей,4,4,9,8,5492.0,5084.0,5268.4,11,12
216147,Прежний уровень,стандарт,да,5.7,4,1010,0.16,Мелкая бытовая техника и электроника,5,1,7,9,5315.0,4775.0,5913.0,10,10
216148,Прежний уровень,стандарт,нет,3.6,5,180,0.32,Домашний текстиль,4,4,1,13,5841.5,4568.0,7075.2,10,4
216149,Прежний уровень,стандарт,да,5.7,4,290,0.16,Мелкая бытовая техника и электроника,5,4,3,12,5354.0,4820.0,5946.8,19,17
216150,Прежний уровень,стандарт,да,4.3,4,283,0.11,Кухонная посуда,3,4,5,14,5789.0,4979.0,6621.0,10,10
216151,Прежний уровень,премиум,нет,2.6,4,708,0.13,Товары для детей,2,5,5,14,5736.0,5241.0,5437.0,14,13
216152,Прежний уровень,стандарт,да,5.8,5,339,0.23,Косметика и аксесуары,3,2,5,9,5053.0,5185.0,5068.6,21,12
216153,Прежний уровень,стандарт,нет,4.8,5,495,0.14,Косметика и аксесуары,4,3,3,8,5365.0,5533.0,5349.4,12,17
216154,Прежний уровень,стандарт,да,3.2,4,320,0.18,Домашний текстиль,5,4,1,8,6160.5,5247.0,7082.2,13,15
216155,Прежний уровень,стандарт,да,5.5,5,121,0.16,Кухонная посуда,4,5,5,7,5496.0,5100.0,5969.2,20,21
216156,Прежний уровень,стандарт,нет,4.4,3,609,0.27,Товары для детей,5,3,1,9,3364.0,4552.0,4523.6,12,16
216157,Прежний уровень,стандарт,да,4.0,3,432,0.16,Косметика и аксесуары,4,1,2,13,5646.5,4685.0,6609.8,17,22
216158,Прежний уровень,стандарт,да,4.4,3,466,0.13,Товары для детей,3,4,2,6,4546.0,5407.0,5422.2,12,16
216159,Прежний уровень,премиум,да,3.3,5,846,0.25,Мелкая бытовая техника и электроника,6,2,4,6,4835.5,5368.0,4504.0,9,21
216160,Прежний уровень,стандарт,да,5.8,5,905,0.16,Мелкая бытовая техника и электроника,3,2,7,10,5797.0,5194.0,6449.6,13,7
216161,Прежний уровень,стандарт,да,4.1,4,606,0.15,Техника для красоты и здоровья,6,1,4,12,3973.0,4912.0,3289.2,16,17
216162,Прежний уровень,премиум,да,5.5,4,631,0.26,Товары для детей,4,1,4,9,5259.5,5255.0,5385.6,13,18
216163,Прежний уровень,стандарт,нет,3.9,3,348,0.23,Мелкая бытовая техника и электроника,3,3,3,8,5277.5,4709.0,5900.2,17,9
216164,Прежний уровень,стандарт,нет,4.9,5,274,0.21,Техника для красоты и здоровья,3,1,9,4,4598.0,4893.0,4984.1,20,12
216165,Прежний уровень,стандарт,нет,5.4,4,142,0.15,Домашний текстиль,5,3,6,10,5188.0,5113.0,5383.0,11,11
216166,Прежний уровень,стандарт,да,4.6,4,413,0.24,Домашний текстиль,3,4,2,10,5041.0,4873.0,5316.6,13,17
216167,Прежний уровень,стандарт,нет,4.4,5,791,0.24,Кухонная посуда,3,1,4,8,5132.5,4555.0,5763.0,12,20
216168,Прежний уровень,стандарт,да,5.5,4,577,0.17,Товары для детей,4,4,4,16,5551.0,4707.0,4949.1,22,16
216169,Прежний уровень,премиум,да,4.1,3,748,0.13,Мелкая бытовая техника и электроника,3,1,5,6,4943.0,5237.0,4818.2,13,18
216170,Прежний уровень,стандарт,да,4.7,4,955,0.25,Товары для детей,4,4,3,7,4884.0,4968.0,5086.8,11,17
216171,Прежний уровень,стандарт,да,4.7,5,508,0.23,Косметика и аксесуары,4,3,5,6,5039.5,4906.0,5285.2,15,12
216172,Прежний уровень,премиум,да,5.5,4,633,0.18,Товары для детей,3,4,6,12,4381.0,4981.0,5031.0,16,16
216173,Прежний уровень,стандарт,нет,4.6,5,234,0.23,Техника для красоты и здоровья,5,1,6,7,4554.0,4494.0,4632.0,16,8
216174,Прежний уровень,стандарт,нет,5.8,5,852,0.17,Косметика и аксесуары,3,0,6,5,5225.0,5588.0,5040.4,13,20
216175,Прежний уровень,стандарт,нет,4.7,3,152,0.21,Домашний текстиль,5,3,7,14,4984.0,4612.0,5436.4,13,12
216176,Прежний уровень,стандарт,да,5.2,3,343,0.3,Косметика и аксесуары,4,1,5,9,3558.0,4407.0,2952.2,18,9
216177,Прежний уровень,стандарт,да,3.5,4,666,0.21,Мелкая бытовая техника и электроника,2,2,2,8,4667.0,5132.0,4394.0,21,18
216178,Прежний уровень,стандарт,нет,3.3,4,353,0.18,Товары для детей,2,2,6,15,5562.0,5010.0,5213.6,19,14
216179,Прежний уровень,стандарт,да,3.6,4,677,0.18,Домашний текстиль,6,1,6,9,5109.5,5387.0,4999.0,18,18
216180,Прежний уровень,премиум,нет,6.6,4,887,0.25,Мелкая бытовая техника и электроника,5,3,4,13,5654.0,4655.0,6649.8,12,19
216181,Прежний уровень,премиум,да,3.9,5,921,0.24,Товары для детей,5,2,8,8,6092.0,5213.0,5460.2,19,16
216182,Прежний уровень,стандарт,да,6.1,4,395,0.17,Домашний текстиль,4,4,5,10,5627.0,5045.0,6261.4,14,6
216183,Прежний уровень,стандарт,нет,5.3,4,192,0.25,Кухонная посуда,3,4,2,8,5421.0,5463.0,5514.6,17,13
216184,Прежний уровень,стандарт,да,4.3,4,847,0.25,Техника для красоты и здоровья,5,2,3,12,4520.0,4542.0,4845.0,14,13
216185,Прежний уровень,стандарт,нет,4.3,4,330,0.27,Мелкая бытовая техника и электроника,5,2,2,7,5474.5,5242.0,5806.0,10,14
216186,Прежний уровень,стандарт,да,4.3,4,831,0.21,Мелкая бытовая техника и электроника,5,2,3,7,3872.0,4697.0,3287.0,11,17
216187,Прежний уровень,премиум,нет,5.9,4,894,0.2,Товары для детей,4,1,2,14,4952.0,5241.0,5332.9,14,18
216188,Прежний уровень,стандарт,нет,2.6,4,161,0.13,Домашний текстиль,5,4,4,8,5170.0,5428.0,5076.4,13,15
216189,Прежний уровень,стандарт,да,4.4,4,940,0.21,Домашний текстиль,5,2,7,8,4776.5,4796.0,4889.6,17,12
216190,Прежний уровень,премиум,да,4.0,4,951,0.33,Домашний текстиль,3,3,8,12,4552.0,5179.0,4138.6,21,19
216191,Прежний уровень,стандарт,да,5.1,4,177,0.44,Косметика и аксесуары,3,2,2,7,5666.0,4970.0,6399.2,16,11
216192,Прежний уровень,стандарт,да,3.3,3,641,0.27,Косметика и аксесуары,4,1,1,9,5387.5,4549.0,6244.2,11,9
216193,Прежний уровень,стандарт,да,3.2,4,191,0.19,Товары для детей,4,4,5,13,5440.0,5080.0,5258.0,14,7
216194,Прежний уровень,стандарт,да,5.0,4,600,0.15,Товары для детей,4,4,1,11,4953.0,5110.0,4946.5,16,20
216195,Прежний уровень,стандарт,да,5.8,4,732,0.11,Косметика и аксесуары,5,1,4,9,5113.0,5392.0,5001.2,11,20
216196,Прежний уровень,стандарт,да,4.1,4,783,0.14,Техника для красоты и здоровья,6,3,2,11,5268.0,4940.0,5113.3,21,15
216197,Прежний уровень,премиум,да,4.9,5,406,0.25,Кухонная посуда,5,0,6,12,5307.0,5511.0,5260.2,17,21
216198,Прежний уровень,стандарт,да,4.9,3,987,0.12,Техника для красоты и здоровья,3,2,3,7,6113.0,5177.0,7054.2,9,15
216199,Прежний уровень,премиум,да,4.3,3,1025,0.2,Домашний текстиль,4,2,8,8,5479.0,5323.0,5744.2,15,11
216200,Прежний уровень,премиум,да,4.2,3,967,0.28,Мелкая бытовая техника и электроника,4,2,5,15,5585.5,4417.0,6728.2,15,22
216201,Прежний уровень,стандарт,да,4.9,4,718,0.21,Мелкая бытовая техника и электроника,6,3,4,6,4711.0,4489.0,5033.4,15,13
216202,Прежний уровень,премиум,да,4.4,4,1004,0.17,Техника для красоты и здоровья,4,1,5,5,3313.0,4504.0,4475.2,14,21
216203,Прежний уровень,премиум,да,4.0,4,1009,0.3,Товары для детей,3,2,5,11,4444.0,4519.0,4639.0,18,15
216204,Прежний уровень,стандарт,да,5.2,4,622,0.24,Товары для детей,4,3,5,18,4234.0,4711.0,4777.4,20,11
216205,Прежний уровень,стандарт,нет,6.3,3,566,0.12,Мелкая бытовая техника и электроника,2,2,2,10,6147.0,5400.0,6924.4,16,11
216206,Прежний уровень,стандарт,да,4.4,5,747,0.14,Домашний текстиль,3,3,7,13,5902.5,4881.0,6917.8,17,9
216207,Прежний уровень,стандарт,да,4.1,4,503,0.25,Техника для красоты и здоровья,4,2,1,11,4494.0,4788.0,4369.2,9,21
216208,Прежний уровень,стандарт,да,3.9,3,827,0.12,Техника для красоты и здоровья,4,1,5,8,5145.0,5397.0,5056.6,19,20
216209,Прежний уровень,стандарт,нет,4.1,4,169,0.17,Товары для детей,5,0,3,6,3815.0,4920.0,4903.1,16,18
216210,Прежний уровень,стандарт,да,6.3,5,185,0.3,Кухонная посуда,4,5,5,11,4491.5,5129.0,4069.0,21,15
216211,Прежний уровень,премиум,да,6.3,3,1030,0.13,Домашний текстиль,4,2,5,9,5782.0,5083.0,6517.8,14,17
216212,Прежний уровень,стандарт,нет,4.4,3,206,0.29,Товары для детей,4,4,6,12,4381.0,4831.0,4901.0,12,17
216213,Прежний уровень,стандарт,да,3.3,4,410,0.13,Домашний текстиль,6,2,8,11,5118.5,4835.0,5494.2,15,16
216214,Прежний уровень,премиум,да,5.5,4,629,0.27,Техника для красоты и здоровья,4,1,6,9,4789.0,5113.0,4638.2,14,16
216215,Прежний уровень,стандарт,да,3.4,3,603,0.15,Мелкая бытовая техника и электроника,3,0,3,9,4788.5,4850.0,4865.2,14,14
216216,Прежний уровень,премиум,да,3.9,4,324,0.23,Мелкая бытовая техника и электроника,3,3,5,4,5956.0,5092.0,6834.8,15,14
216217,Прежний уровень,стандарт,да,5.4,4,866,0.24,Мелкая бытовая техника и электроника,6,2,4,12,4091.0,4703.0,3690.6,14,14
216218,Прежний уровень,стандарт,да,5.8,4,345,0.12,Техника для красоты и здоровья,5,3,3,9,5378.5,5317.0,5561.8,7,12
216219,Прежний уровень,премиум,да,4.1,3,784,0.23,Косметика и аксесуары,2,1,6,6,5198.5,5614.0,4968.4,13,20
216220,Прежний уровень,премиум,да,4.2,5,493,0.13,Косметика и аксесуары,3,2,4,11,4709.0,4427.0,5083.4,12,16
216221,Прежний уровень,стандарт,да,3.3,5,245,0.3,Домашний текстиль,6,5,2,7,5884.0,4384.0,7314.0,14,15
216222,Прежний уровень,стандарт,да,4.7,4,451,0.18,Товары для детей,5,4,5,8,3597.0,4369.0,4396.5,13,12
216223,Прежний уровень,стандарт,да,6.6,5,319,0.21,Техника для красоты и здоровья,5,4,3,11,6024.0,5307.0,6775.4,11,20
216224,Прежний уровень,стандарт,да,4.3,5,446,0.15,Мелкая бытовая техника и электроника,4,1,5,5,4329.0,4683.0,4152.2,19,14
216225,Прежний уровень,премиум,да,3.8,5,958,0.14,Товары для детей,5,3,5,10,5874.0,5475.0,5658.2,12,18
216226,Прежний уровень,стандарт,нет,3.3,5,346,0.29,Домашний текстиль,6,4,4,15,4901.0,4409.0,5457.4,8,12
216227,Прежний уровень,стандарт,нет,3.3,4,264,0.14,Косметика и аксесуары,4,1,5,12,5102.0,5471.0,4912.2,12,22
216228,Прежний уровень,стандарт,да,4.0,5,371,0.14,Кухонная посуда,4,1,3,14,4919.5,5638.0,4426.8,16,18
216229,Прежний уровень,стандарт,да,3.9,3,370,0.21,Товары для детей,2,2,4,12,4011.0,4684.0,4724.7,16,19
216230,Прежний уровень,стандарт,да,3.5,4,823,0.24,Техника для красоты и здоровья,2,4,2,10,5246.0,4868.0,5703.6,18,8
216231,Прежний уровень,премиум,да,5.4,3,888,0.13,Техника для красоты и здоровья,3,1,6,11,4904.0,4821.0,4800.0,15,12
216232,Прежний уровень,стандарт,нет,5.5,4,582,0.21,Косметика и аксесуары,5,1,5,6,4071.5,4592.0,3750.4,11,19
216233,Прежний уровень,премиум,да,3.9,4,1048,0.21,Техника для красоты и здоровья,3,0,6,14,4325.0,4553.0,4257.4,15,17
216234,Прежний уровень,стандарт,да,3.6,3,490,0.13,Товары для детей,6,3,5,14,3954.0,4339.0,4418.1,17,15
216235,Прежний уровень,премиум,нет,4.2,4,978,0.11,Кухонная посуда,2,0,2,5,4480.0,5176.0,4006.8,18,15
